epoch,train_step,train_roll,train_slow,train_jump,train_total,train_law_beta_mean,val_step,val_roll,val_slow,val_jump,val_total,val_law_beta_mean
0,0.7597531378269196,1.3508552014827728,0.00016626124852336943,0.500744603574276,2.1156323552131653,1.0109502077102661,0.7207741588354111,1.2466022670269012,0.00013522531298804097,0.4953650236129761,1.972343534231186,1.004739373922348
